# 1    224.0        222.9       218.3    234.7
# 3    755.9        602.9       ?        508.9
# 5    479.3        ?           438.1    946.0
# 10   487.5        2034.7      1835.0   1585.9
# 30   423.7        2645.0      ?        4194.7
# 50   415.1        2137.6      5122.4   5342.9



1    229.1     224.2    215.0     225.7
3    654.2     630.8    423.1     227.7
5    957.3     1028.5   641.9     434.4
10   1112.8    2079.9   1256.5    1720.9
30   3091.6    5008.8   4117.1    4413.1
50   1486.8    4645.2   5284.3    5598.7
